transaction_id,transaction_date,customer_id,product_id,branch_id,channel,quantity,unit_price,discount_percentage,gross_revenue,net_revenue,cost,gross_margin,payment_status,campaign_id,has_campaign,product_name,category,standard_price,cost_price,margin_percentage,active_status,customer_type,segment,acquisition_channel,customer_since,location_category,customer_attribute,attribute_type,campaign_name,campaign_start_date,campaign_end_date,offer_type,campaign_cost,transaction_year,transaction_month,transaction_year_month,discount_band,customer_tenure_days,margin_percentage_tx
TXN001867,3/5/2024,C01287,P0070,BR08,Online,2,42.81,0,85.62,85.62,50,35.62,Paid,No Campaign,FALSE,Deluxe Deodorant,Beauty & Personal Care,41.57,25,39.86,Active,Individual,Standard,Referral,6/11/2022,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,633,41.6
TXN010905,3/5/2024,C00381,P0038,BR02,Online,5,67.7,15,338.5,287.72,160.5,127.22,Paid,No Campaign,FALSE,Basic Wool Sweater,Apparel,70.33,32.1,54.36,Active,Individual,Budget,Referral,3/5/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,0,44.22
TXN026821,3/5/2024,C00397,P0020,BR01,Online,2,50.84,0,101.68,101.68,64.46,37.22,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Corporate,Budget,Online,3/5/2024,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,0,36.61
TXN011274,3/5/2024,C01638,P0004,BR04,Partner,3,77.17,10,231.51,208.36,165.24,43.12,Paid,No Campaign,FALSE,Ultra Lip Balm Set,Beauty & Personal Care,79.04,55.08,30.31,Active,SME,Standard,Online,1/4/2024,Suburban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,3,2024-03,6-10%,61,20.69
TXN047752,3/5/2024,C00328,P0020,BR01,Partner,4,49.99,5,199.96,189.96,128.92,61.04,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Budget,Online,8/27/2022,Urban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,556,32.13
TXN039672,3/5/2024,C01488,P0020,BR05,Direct Sales,4,49.78,0,199.12,199.12,128.92,70.2,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Walk-in,1/7/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,58,35.26
TXN023173,3/5/2024,C00259,P0005,BR07,Partner,1,190.21,0,190.21,190.21,93.15,97.06,Paid,No Campaign,FALSE,Basic Sports Towel,Sports & Outdoors,198.56,93.15,53.09,Active,Individual,Standard,Walk-in,9/13/2022,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,539,51.03
TXN013814,3/5/2024,C01626,P0088,BR02,Direct Sales,3,71.7,0,215.1,215.1,104.58,110.52,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,SME,Budget,Referral,1/21/2022,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,774,51.38
TXN046367,3/5/2024,C00522,P0020,BR05,Online,3,49.3,5,147.9,140.5,96.69,43.81,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Premium,Walk-in,11/1/2022,Suburban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,490,31.18
TXN031447,3/5/2024,C00163,P0020,BR07,Online,3,50.24,20.08,150.72,120.46,96.69,23.77,Pending,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,SME,Premium,Online,12/31/2022,Other,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,20%+,430,19.73
TXN014177,3/5/2024,C01443,P0059,BR03,Online,1,323.95,0,323.95,323.95,212.87,111.08,Paid,No Campaign,FALSE,Deluxe Water Bottle,Sports & Outdoors,338.52,212.87,37.12,Active,Individual,Budget,Online,1/2/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,63,34.29
TXN038060,3/5/2024,C00563,P0020,BR06,Direct Sales,2,52.16,0,104.32,104.32,64.46,39.86,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Budget,Walk-in,2/1/2024,Suburban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,33,38.21
TXN039266,3/5/2024,C01153,P0090,BR07,Branch,3,45.57,15,136.71,116.2,96.3,19.9,Paid,No Campaign,FALSE,Prime Sparkling Water Pack,Food & Beverage,46.54,32.1,31.03,Active,Individual,Budget,Referral,1/1/2024,Other,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,64,17.13
TXN042254,3/5/2024,C00736,P0061,BR03,Direct Sales,1,772.22,0,772.22,772.22,519.06,253.16,Paid,No Campaign,FALSE,Plus LED Desk Lamp,Electronics,753.31,519.06,31.1,Active,SME,Standard,Referral,4/29/2023,Suburban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,311,32.78
TXN040556,3/5/2024,C00916,P0087,BR06,Online,2,316.62,20,633.24,506.59,435.58,71.01,Paid,No Campaign,FALSE,Smart Photo Frame,Home & Living,316.31,217.79,31.15,Active,Individual,Standard,Walk-in,1/13/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,52,14.02
TXN016775,3/5/2024,C00877,P0088,BR01,Branch,1,72.33,20,72.33,57.86,34.86,23,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Standard,Sales Team,2/27/2024,Suburban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,7,39.75
TXN046040,3/6/2024,C00516,P0088,BR07,Dealer,4,75.82,10,303.28,272.95,139.44,133.51,Pending,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Standard,Walk-in,2/4/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,31,48.91
TXN010125,3/6/2024,C00473,P0018,BR08,Branch,4,4.62,20,18.48,14.78,11.08,3.7,Paid,No Campaign,FALSE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,Individual,Premium,Online,2/25/2024,Suburban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,10,25.03
TXN035389,3/6/2024,C01130,P0020,BR02,Online,5,51.58,5,257.9,245,161.15,83.85,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Online,1/16/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,50,34.22
TXN046132,3/6/2024,C01208,P0020,BR02,Dealer,3,50.46,10,151.38,136.24,96.69,39.55,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Budget,Walk-in,3/6/2024,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,0,29.03
TXN036612,3/6/2024,C01247,P0020,BR03,Online,3,47.41,5,142.23,135.12,96.69,38.43,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,SME,New,Online,1/11/2024,Suburban,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,1-5%,55,28.44
TXN035844,3/6/2024,C01008,P0079,BR03,Branch,6,246.02,10,1476.12,1328.51,806.82,521.69,Pending,No Campaign,FALSE,Classic Laptop Stand,Electronics,240.01,134.47,43.97,Active,Individual,Standard,Referral,1/28/2024,Urban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,38,39.27
TXN029025,3/6/2024,C01870,P0046,BR02,Dealer,3,106.47,15,319.41,271.5,231.45,40.05,Paid,No Campaign,FALSE,Prime Shampoo,Beauty & Personal Care,107.44,77.15,28.19,Active,Individual,Standard,Online,10/7/2022,Urban,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,516,14.75
TXN022718,3/6/2024,C00962,P0088,BR01,Partner,3,71.24,5,213.72,203.03,104.58,98.45,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,SME,New,Walk-in,1/11/2024,Other,Small (1-10),business_size,No Campaign,,,No offer,,2024,3,2024-03,1-5%,55,48.49
TXN025178,3/6/2024,C01643,P0099,BR02,Branch,8,242.78,0,1942.24,1942.24,1266.96,675.28,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,Individual,Standard,Walk-in,6/28/2023,Suburban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,252,34.77
TXN047433,3/6/2024,C01171,P0014,BR02,Partner,2,117.74,10,235.48,211.93,155.54,56.39,Paid,No Campaign,FALSE,Compact Rain Jacket,Apparel,119.74,77.77,35.05,Active,Individual,Standard,Online,1/19/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,47,26.61
TXN002442,3/6/2024,C00302,P0020,BR05,Online,3,47.9,20,143.7,114.96,96.69,18.27,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,New,Online,10/1/2022,Suburban,46-55,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,522,15.89
TXN008760,3/6/2024,C00978,P0032,BR04,Partner,5,13.55,0,67.75,67.75,41.6,26.15,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,Premium,Online,1/6/2024,Suburban,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,60,38.6
TXN008964,3/6/2024,C01423,P0096,BR04,Branch,6,33.48,0,200.88,200.88,151.38,49.5,Paid,No Campaign,FALSE,Advanced Granola Mix,Food & Beverage,34.52,25.23,26.91,Active,SME,Budget,Online,10/22/2023,Suburban,Small (1-10),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,136,24.64
TXN014760,3/6/2024,C01937,P0011,BR05,Online,3,160.66,0,481.98,481.98,333.03,148.95,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,Budget,Walk-in,11/21/2023,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,106,30.9
TXN009212,3/6/2024,C00481,P0020,BR02,Online,5,50.1,15.07,250.5,212.75,161.15,51.6,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,New,Online,6/17/2022,Other,46-55,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,628,24.25
TXN036233,3/6/2024,C01059,P0005,BR02,Online,5,195.67,20,978.35,782.68,465.75,316.93,Paid,No Campaign,FALSE,Basic Sports Towel,Sports & Outdoors,198.56,93.15,53.09,Active,Individual,Standard,Walk-in,4/26/2022,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,680,40.49
TXN002802,3/6/2024,C01604,P0020,BR01,Partner,3,50.03,5,150.09,142.59,96.69,45.9,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Budget,Sales Team,1/7/2023,Suburban,46-55,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,424,32.19
TXN042308,3/6/2024,C01227,P0014,BR04,Branch,5,120.55,15,602.75,512.34,388.85,123.49,Paid,No Campaign,FALSE,Compact Rain Jacket,Apparel,119.74,77.77,35.05,Active,Individual,Budget,Walk-in,7/24/2022,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,591,24.1
TXN010306,3/6/2024,C00818,P0019,BR04,Direct Sales,1,784.86,15,784.86,667.13,402.58,264.55,Paid,No Campaign,FALSE,Pro Webcam,Electronics,773.93,402.58,47.98,Active,Individual,Premium,Online,1/6/2024,Urban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,60,39.65
TXN012581,3/6/2024,C00129,P0084,BR07,Direct Sales,6,43.43,0,260.58,260.58,181.02,79.56,Pending,No Campaign,FALSE,Max Cookie Box,Food & Beverage,42.6,30.17,29.18,Active,Individual,Standard,Online,1/30/2024,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,36,30.53
TXN045948,3/6/2024,C01609,P0015,BR04,Online,2,194.73,20,389.46,311.57,237.92,73.65,Paid,No Campaign,FALSE,Lite Ceramic Mug Set,Home & Living,191.68,118.96,37.94,Active,Individual,Budget,Walk-in,2/5/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,30,23.64
TXN009004,3/6/2024,C00576,P0086,BR08,Online,4,28.22,0,112.88,112.88,81.16,31.72,Paid,No Campaign,FALSE,Basic Denim Jacket,Apparel,27.51,20.29,26.25,Active,SME,Budget,Sales Team,1/26/2024,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,40,28.1
TXN048378,3/6/2024,C01144,P0018,BR02,Direct Sales,4,4.92,0,19.68,19.68,11.08,8.6,Paid,No Campaign,FALSE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,SME,Standard,Referral,1/1/2024,Suburban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,65,43.7
TXN021913,3/6/2024,C00680,P0010,BR07,Dealer,3,19.46,20,58.38,46.7,35.46,11.24,Paid,No Campaign,FALSE,Plus Body Lotion,Beauty & Personal Care,19.94,11.82,40.72,Active,Individual,Premium,Online,11/8/2022,Urban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,484,24.07
TXN026463,3/6/2024,C01581,P0060,BR02,Dealer,9,28.5,15,256.5,218.02,182.88,35.14,Paid,No Campaign,FALSE,Pro Spice Set,Food & Beverage,29.64,20.32,31.44,Active,Individual,Premium,Online,9/18/2023,Urban,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,170,16.12
TXN018004,3/6/2024,C01487,P0037,BR05,Branch,3,453.49,20,1360.47,1088.38,711.18,377.2,Paid,No Campaign,FALSE,Essential Tablet Sleeve,Electronics,447.2,237.06,46.99,Active,SME,Budget,Referral,10/10/2022,Other,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,16-20%,513,34.66
TXN027280,3/6/2024,C00479,P0020,BR05,Branch,7,51.92,10,363.44,327.1,225.61,101.49,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,SME,New,Walk-in,12/9/2022,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2024,3,2024-03,6-10%,453,31.03
TXN049317,3/6/2024,C00970,P0041,BR05,Branch,3,44.67,10,134.01,120.61,101.4,19.21,Paid,No Campaign,FALSE,Plus Trekking Pole,Sports & Outdoors,46.63,33.8,27.51,Active,Individual,Budget,Walk-in,11/1/2023,Suburban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,126,15.93
TXN048120,3/6/2024,C01212,P0046,BR01,Branch,3,112.44,20,337.32,269.86,231.45,38.41,Paid,No Campaign,FALSE,Prime Shampoo,Beauty & Personal Care,107.44,77.15,28.19,Active,Individual,Budget,Walk-in,11/11/2022,Other,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,481,14.23
TXN004742,3/6/2024,C00889,P0041,BR04,Online,2,47.47,20,94.94,75.95,67.6,8.35,Paid,No Campaign,FALSE,Plus Trekking Pole,Sports & Outdoors,46.63,33.8,27.51,Active,SME,Budget,Referral,1/20/2024,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,16-20%,46,10.99
TXN031963,3/6/2024,C01132,P0017,BR05,Online,2,231.58,0,463.16,463.16,278.22,184.94,Paid,No Campaign,FALSE,Everyday Yoga Mat,Sports & Outdoors,225.8,139.11,38.39,Active,SME,New,Walk-in,1/5/2024,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,61,39.93
TXN041560,3/6/2024,C00849,P0020,BR03,Online,2,49.99,5,99.98,94.98,64.46,30.52,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Online,1/8/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,58,32.13
TXN040483,3/6/2024,C01617,P0017,BR01,Direct Sales,2,219.48,10,438.96,395.06,278.22,116.84,Paid,No Campaign,FALSE,Everyday Yoga Mat,Sports & Outdoors,225.8,139.11,38.39,Active,Individual,Budget,Referral,2/16/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,19,29.58
TXN029413,3/6/2024,C00974,P0093,BR03,Branch,1,147.57,0,147.57,147.57,103.21,44.36,Paid,No Campaign,FALSE,Advanced Table Lamp,Home & Living,143.45,103.21,28.05,Active,Individual,Standard,Sales Team,12/2/2022,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,460,30.06
TXN041307,3/6/2024,C00965,P0020,BR01,Dealer,1,48.76,5,48.76,46.32,32.23,14.09,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Online,8/29/2022,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,555,30.42
TXN026846,3/6/2024,C00569,P0042,BR07,Online,4,33.07,10,132.28,119.05,77.76,41.29,Paid,No Campaign,FALSE,Basic Granola Mix,Food & Beverage,34.63,19.44,43.86,Active,Individual,Premium,Online,1/30/2024,Urban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,36,34.68
TXN007861,3/6/2024,C00245,P0086,BR04,Dealer,4,28.85,0,115.4,115.4,81.16,34.24,Pending,No Campaign,FALSE,Basic Denim Jacket,Apparel,27.51,20.29,26.25,Active,Individual,Budget,Walk-in,8/19/2023,Urban,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,200,29.67
TXN009122,3/6/2024,C00672,P0020,BR02,Partner,5,49.75,15,248.75,211.44,161.15,50.29,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,SME,Standard,Online,1/8/2023,Urban,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,11-15%,423,23.78
TXN031127,3/6/2024,C01578,P0099,BR02,Branch,3,239.2,0,717.6,717.6,475.11,242.49,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,Individual,Standard,Sales Team,6/2/2023,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,278,33.79
TXN041364,3/6/2024,C01141,P0020,BR03,Branch,2,49.45,0,98.9,98.9,64.46,34.44,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Corporate,Standard,Online,1/29/2022,Urban,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,767,34.82
TXN009157,3/6/2024,C01498,P0032,BR05,Online,3,14.29,29.99,42.87,30.01,24.96,5.05,Partially Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,Standard,Online,1/19/2024,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,20%+,47,16.83
TXN021286,3/6/2024,C00994,P0096,BR01,Partner,6,33.14,29.18,198.84,140.82,151.38,-10.56,Partially Paid,No Campaign,FALSE,Advanced Granola Mix,Food & Beverage,34.52,25.23,26.91,Active,SME,Premium,Walk-in,1/6/2024,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,3,2024-03,20%+,60,-7.5
TXN014706,3/6/2024,C01625,P0020,BR04,Direct Sales,8,47.76,20.54,382.08,303.6,257.84,45.76,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Online,1/12/2024,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,20%+,54,15.07
TXN037716,3/6/2024,C00863,P0030,BR02,Partner,2,48.04,5,96.08,91.28,61.58,29.7,Paid,No Campaign,FALSE,Ultra Trail Mix Pouch,Food & Beverage,46.24,30.79,33.41,Active,SME,Standard,Referral,3/6/2022,Suburban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,1-5%,731,32.54
TXN044925,3/6/2024,C00926,P0082,BR07,Online,5,101.77,20,508.85,407.08,331.2,75.88,Paid,No Campaign,FALSE,Basic Hair Serum,Beauty & Personal Care,102.58,66.24,35.43,Active,SME,Budget,Referral,3/17/2022,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,3,2024-03,16-20%,720,18.64
TXN010657,3/6/2024,C00308,P0090,BR02,Dealer,3,47.98,10,143.94,129.55,96.3,33.25,Paid,No Campaign,FALSE,Prime Sparkling Water Pack,Food & Beverage,46.54,32.1,31.03,Active,Corporate,Standard,Walk-in,1/8/2024,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,6-10%,58,25.67
TXN005943,3/6/2024,C00606,P0071,BR01,Dealer,4,23.7,10,94.8,85.32,50,35.32,Paid,No Campaign,FALSE,Plus Sports Towel,Sports & Outdoors,24.78,12.5,49.56,Active,SME,Budget,Walk-in,3/1/2023,Other,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,6-10%,371,41.4
TXN042114,3/6/2024,C00663,P0020,BR01,Partner,2,48.64,20,97.28,77.82,64.46,13.36,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Budget,Online,3/6/2024,Urban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,0,17.17
TXN013978,3/6/2024,C00794,P0099,BR02,Online,5,250.07,5,1250.35,1187.83,791.85,395.98,Partially Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,Individual,Premium,Referral,12/10/2022,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,452,33.34
TXN022425,3/6/2024,C00481,P0006,BR02,Direct Sales,1,45.8,10,45.8,41.22,25.71,15.51,Paid,No Campaign,FALSE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,Individual,New,Online,6/17/2022,Other,46-55,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,628,37.63
TXN005954,3/6/2024,C00142,P0032,BR02,Direct Sales,7,13.91,10,97.37,87.63,58.24,29.39,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,Standard,Walk-in,1/29/2024,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,37,33.54
TXN025851,3/6/2024,C01487,P0061,BR02,Branch,2,737.59,0,1475.18,1475.18,1038.12,437.06,Paid,No Campaign,FALSE,Plus LED Desk Lamp,Electronics,753.31,519.06,31.1,Active,SME,Budget,Referral,10/10/2022,Other,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,513,29.63
TXN004249,3/6/2024,C00405,P0090,BR06,Partner,2,45.57,0,91.14,91.14,64.2,26.94,Paid,No Campaign,FALSE,Prime Sparkling Water Pack,Food & Beverage,46.54,32.1,31.03,Active,Individual,Standard,Walk-in,2/17/2024,Suburban,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,18,29.56
TXN024263,3/6/2024,C00880,P0052,BR01,Online,2,6.89,5,13.78,13.09,6.84,6.25,Paid,No Campaign,FALSE,Max Hair Serum,Beauty & Personal Care,6.6,3.42,48.18,Active,Individual,New,Online,8/12/2022,Other,46-55,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,572,47.75
TXN038516,3/6/2024,C00605,P0020,BR06,Partner,2,50.56,5,101.12,96.06,64.46,31.6,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,SME,Standard,Sales Team,2/10/2024,Other,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,1-5%,25,32.9
TXN032478,3/6/2024,C01918,P0041,BR03,Dealer,3,46.28,5,138.84,131.9,101.4,30.5,Paid,No Campaign,FALSE,Plus Trekking Pole,Sports & Outdoors,46.63,33.8,27.51,Active,Individual,Standard,Online,1/19/2024,Suburban,46-55,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,47,23.12
TXN024224,3/6/2024,C01199,P0018,BR01,Branch,4,4.82,10,19.28,17.35,11.08,6.27,Pending,No Campaign,FALSE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,SME,Budget,Walk-in,11/25/2022,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,6-10%,467,36.14
TXN010838,3/6/2024,C01732,P0021,BR05,Online,4,267.47,0,1069.88,1069.88,619.4,450.48,Paid,No Campaign,FALSE,Basic Scented Candle,Home & Living,270.76,154.85,42.81,Active,Corporate,Budget,Online,1/12/2022,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,784,42.11
TXN002113,3/6/2024,C00907,P0084,BR06,Branch,3,42.65,0,127.95,127.95,90.51,37.44,Paid,No Campaign,FALSE,Max Cookie Box,Food & Beverage,42.6,30.17,29.18,Active,Individual,Budget,Sales Team,1/31/2023,Urban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,400,29.26
TXN009954,3/6/2024,C01302,P0044,BR01,Dealer,4,43.92,0,175.68,175.68,129.64,46.04,Paid,No Campaign,FALSE,Lite Denim Jacket,Apparel,44.35,32.41,26.92,Active,Individual,Budget,Sales Team,1/6/2023,Suburban,46-55,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,425,26.21
TXN035568,3/6/2024,C01000,P0099,BR05,Online,5,246.3,0,1231.5,1231.5,791.85,439.65,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,SME,Standard,Online,1/3/2024,Suburban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,63,35.7
TXN030483,3/6/2024,C00636,P0044,BR01,Branch,5,46.09,0,230.45,230.45,162.05,68.4,Paid,No Campaign,FALSE,Lite Denim Jacket,Apparel,44.35,32.41,26.92,Active,Individual,Premium,Online,5/5/2022,Urban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,671,29.68
TXN027842,3/6/2024,C01854,P0099,BR04,Dealer,5,243.25,5,1216.25,1155.44,791.85,363.59,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,SME,Budget,Referral,1/25/2024,Urban,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,1-5%,41,31.47
TXN048515,3/6/2024,C00057,P0013,BR01,Direct Sales,2,645.16,5,1290.32,1225.8,616.82,608.98,Paid,No Campaign,FALSE,Lite Webcam,Electronics,626.95,308.41,50.81,Active,Individual,Budget,Walk-in,1/31/2024,Other,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,35,49.68
